duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
36,3,Movie,Offline - Das leben ist kein bonuslevel,2018-11-21,2000.0,PG,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry.""",19336759,Jon Alpert,Slovakia,Ashleigh Ball,Kids' TV
109,14,Movie,Victorious,2019-07-17,2019.0,TV-14,Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.,71895939,Sabu Varghese,Lebanon,Patrick St. Esprit,Thrillers
122,10,TV Show,Becoming Champions,2018-11-15,1983.0,NC-17,"In 16th-century India, what begins as a strategic alliance between a Mughal emperor and a Hindu princess becomes a genuine opportunity for true love.",22257246,Tony Scott,"United Kingdom,",Corey Harrison,Classic & Cult TV
53,12,TV Show,Skyline,2018-05-05,1946.0,TV-G,"This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills.",7726281,Barry Sonnenfeld,Slovenia,Mahmood El-Laithi,TV Dramas
141,4,TV Show,Monty Python's Life of Brian,2017-09-07,2019.0,TV-Y,"A nondescript man in a mental hospital has an exciting life of adventure and romance – in his head. He may be insane, or maybe he's just having fun.",19733678,Keith Malloy,Mauritius,Alex Fernández,Classic Movies
61,3,Movie,How to Stage a Coup,2017-08-19,2001.0,TV-G,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",42518521,Rajesh Mapuskar,United Kingdom,Prisha Dabbas,Classic Movies
193,7,TV Show,Unicorn Store,2016-04-09,1988.0,G,"Full of funny one-liners and always ready for an adventure, a talking cat and his equally chatty animal cohorts set out to become famous.",10929184,Myles Kane,Lebanon,Parthiban,TV Shows
74,1,TV Show,Agent,2017-02-19,1973.0,G,This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.,54796976,Sameer Vidwans,Slovenia,Marsha Aruan,Comedies
43,3,TV Show,The Runner,2018-09-16,1990.0,UR,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special.",73402150,Tig Notaro,"United Kingdom,",Fábio Porchat,Romantic Movies
104,5,TV Show,Weeds on Fire,2018-05-12,1944.0,TV-Y7-FV,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.",81179920,Amalie Næsby Fick,Taiwan,Chai Hansen,Anime Features
29,9,Movie,Man of Tai Chi,2018-07-04,1954.0,TV-Y,"This biopic profiles Andries Riphagen, a Dutch criminal who blackmailed Jews in hiding during World War II and was responsible for hundreds of deaths.",33114501,Rachel Grady,South Africa,Usain Bolt,Docuseries
228,1,TV Show,Grand Designs,2019-09-22,2002.0,TV-Y7,"Honoring service members whose courage merited the awarding of a Medal of Honor, this docudrama series re-creates their inspiring true stories.",57063270,Neil Armfield,"United Kingdom,",Hyun-moo Jun,International TV Shows
34,14,Movie,Danger Mouse: Classic Collection,2017-03-15,2003.0,TV-Y7,A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.,64251299,A.R. Murugadoss,Iran,Jack Nicholson,British TV Shows
62,7,TV Show,Mary Poppins Returns,2018-07-29,1992.0,TV-Y,"Struggling to survive alone post-apocalypse, a young woman is offered protection by an unknown man, but his village may not be the haven she imagines.",18869458,Kevin R. Adams,Canada,Jim Sturgess,Classic Movies
69,13,TV Show,Burlesque: Heart of the Glitter Tribe,2017-01-05,1980.0,TV-Y7,"Elementary school student Kenichi Mitsuba's household gains a surprising new member: Kanzo Hattori, a mischievous but helpful young ninja.",8507878,Jacob LaMendola,China,Okezie Morro,Anime Features
105,12,TV Show,"Crazy, Lovely, Cool",2019-04-18,1966.0,TV-G,"At large in the city, five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot.",69549677,Christian Ditter,Latvia,Riz Ahmed,Thrillers
125,8,TV Show,Still Game,2017-03-23,2015.0,TV-Y,"A hoodie-wearing, unbreakable ex-con fights to clear his name and save his neighborhood. He wasn't looking for a fight, but the people need a hero.",52676890,Alejandro Agresti,Greece,Miss Pooja,Kids' TV
121,11,TV Show,Bill Burr: I'm Sorry You Feel That Way,2017-12-15,1992.0,TV-PG,"Form, montage and mesmerizing kinetics propel this experimental meditation on the destructive power of the nuclear bomb, featuring music by The Acid.",66192879,Rodrigo Van Der Put,Brazil,Abhimanyu Dassani,Music & Musicals
187,1,Movie,Papa the Great,2018-12-03,1967.0,NR,"When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones.",64527246,Atsajun Sattakovit,Dominican Republic,Manu Payet,Stand-Up Comedy & Talk Shows
24,7,Movie,Alibaba Aur 40 Chor,2016-04-09,2005.0,TV-PG,"A veteran Shakespearean actor steps off the stage and into the painful tragedy of old age, facing ungrateful family and his fleeting legacy.",58630351,Antoine Fuqua,Canada,Burt Reynolds,Classic & Cult TV
205,2,TV Show,Solo: A Star Wars Story,2017-06-05,1966.0,NC-17,What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.,42682291,Hiroshi Aoyama,Vietnam,Ifeanyi Dike Jr.,Sports Movies
168,3,TV Show,Who Would You Take to a Deserted Island?,2019-12-19,2018.0,UR,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",69365622,Satish Manwar,Dominican Republic,Julian Ovenden,Crime TV Shows
64,7,Movie,Age of Tanks,2015-12-11,1946.0,TV-Y,"Ohma Tokita enters a hidden world where corporate disputes are settled in brutal gladiator bouts. Forget the money, he just wants to fight – and win.",47100448,David Batty,Luxembourg,Fernando Mendonça,Anime Features
205,9,TV Show,TURN: Washington's Spies,2016-08-17,1968.0,G,"In a near-future world, single people are hunted and forced to find mates within 45 days, or be turned into animals and banished to the wilderness.",73198295,Louis J. Horvitz,Portugal,Luca Padovan,Classic Movies
127,8,TV Show,Civilizations,2016-08-19,1963.0,R,"Helping an amputee grandmaster settle the score for his tragic past, a grieving detective unravels a conspiracy more complicated than he imagined.",52913940,Alo Sarkar,"United Kingdom,",Mélanie Bernier,Classic Movies
99,5,Movie,Ken Burns: The West,2016-10-16,1942.0,TV-Y7,"A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge.",64384684,Amitoj Mann,Taiwan,Sun Li Man,TV Comedies
63,13,TV Show,As Good as It Gets,2018-09-27,1959.0,TV-14,"During Carnival, two teens from different classes meet years after being kept apart. Bad decisions lead the boy to hide with the girl inside a float.",29889512,Benny Fredman,Jordan,Danny Trejo,International Movies
176,12,TV Show,Best Worst Thing That Ever Could Have Happened,2017-08-11,1973.0,PG-13,Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit.,33521505,Julius Avery,Paraguay,Masakazu Morita,Docuseries
126,8,Movie,White Christmas,2017-05-16,2015.0,G,A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.,22540246,Paul M. Green,Cyprus,Jean-Paul Ly,Stand-Up Comedy & Talk Shows
169,14,Movie,She-Ra and the Princesses of Power,2017-04-15,1944.0,TV-Y7-FV,A couple's new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement.,80182262,Chandan Arora,Greece,Dia Mirza,Romantic Movies
137,14,Movie,Sardaarji 2,2017-06-03,2012.0,UR,This fact-based account delves into humankind's efforts to gather signals from possible intelligent beings beyond the solar system.,61058298,Kirk Wolfinger,Iran,Hanna Aqiela,Classic & Cult TV
153,11,Movie,Seth Meyers: Lobby Baby,2016-07-29,2005.0,PG-13,"Learning that her father has married a woman her own age, Kanaya leaves home, only to get into an accident that lands her in a haunted hospital.",1463528,Jennifer Peedom,United Kingdom,Kika Magalhães,Music & Musicals
19,11,Movie,Dexter,2016-12-30,1942.0,NR,"In 1985, when a vessel protesting nuclear testing is sunk in New Zealand, local police fight to prove it was a terrorist plot by their French allies.",2904953,Yoo Byung-jae,Denmark,Koki Uchiyama,Sci-Fi & Fantasy
12,10,TV Show,I Am,2017-02-15,1959.0,TV-PG,"Illusionist Derren Brown reinvents the concept of ""faith healing” through a series of stunts that debunk the confines of fear, pain and disbelief.",48777925,Ridley Scott,Peru,Majida Issa,Crime TV Shows
191,10,Movie,The Liar,2019-12-02,2011.0,TV-Y7-FV,"After vowing to remain chaste until marriage, Jane Villanueva learns she's pregnant due to a medical slip-up and has to rethink her future.",26738738,Benjamin Ree,Lebanon,Samyuktha Menon,TV Shows
141,13,TV Show,Happyish,2013-10-08,1981.0,PG-13,Elite publishing sales rep Kantaro wraps up his client visits in record time so he can secretly pursue his quest to indulge in the tastiest of sweets.,18239884,Ding Sheng,Malta,Yılmaz Erdoğan,Dramas
192,14,TV Show,Elizabeth at 90: A Family Tribute,2018-03-05,1988.0,G,"With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship.",54951950,William H. Macy,Morocco,Déborah Lukumuena,Anime Series
89,15,Movie,The Texas Chainsaw Massacre,2017-05-25,2009.0,TV-PG,"While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",6112494,Shazia Ali Khan,Luxembourg,Maísa Silva,TV Shows
44,4,TV Show,Bird Box,2016-10-01,2006.0,PG-13,This eye-opening look at the fast-growing medical device industry reveals how the rush to innovate can lead to devastating consequences for patients.,54865824,Bradley Parker,Latvia,Fuka Koshiba,Comedies
141,2,Movie,It's Now or Never,2017-08-13,1979.0,G,"When a mysterious box arrives at his door, a doctor and father is forced to participate in a twisted killing game, or risk losing everything.",25707881,Kieran Darcy-Smith,Iceland,Yojiro Noda,Music & Musicals
170,2,TV Show,Mighty Morphin Alien Rangers,2017-06-13,1962.0,UR,An urban legend about a duffel bag of cocaine buried in the Caribbean leads a misfit band to hatch a nutball plan to find it in this comic documentary.,29283672,Simon Verhoeven,Finland,Zezé Polessa,Horror Movies
47,4,Movie,And Breathe Normally,2017-06-10,1968.0,TV-MA,"Erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious ""friend"" who may not even exist.",3527330,Syamsul Yusof,Spain,Dave Johns,Docuseries
170,6,TV Show,La Niña,2018-03-09,1971.0,TV-Y,"A down-on-his-luck man reads a book, only to have its characters materialize and take over his life.",61205995,Cho Li,Chile,Robyn Slade,Cult Movies
78,13,Movie,Irada Pakka,2018-12-10,1942.0,TV-Y7-FV,A young man determined to renounce Catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts.,16599753,Justin Krook,Nigeria,Vicky Kaushal,Reality TV
23,13,TV Show,Yankee,2019-08-27,2005.0,G,"Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury.",68757212,Joel Schumacher,Malta,Alicia von Rittberg,Children & Family Movies
76,6,TV Show,Greenleaf,2013-09-01,1960.0,NC-17,"This miniseries spinoff of ""Rita"" follows teacher Hjørdis as she plans a school play on bullying featuring a cast of socially awkward students.",67341776,Eric Idle,Japan,Gage Munroe,Cult Movies
100,9,Movie,The Thief and the Imbecile,2019-09-23,1945.0,R,"A year after the Season 7 finale, the boys are poised to live the good life. But an old enemy throws a wrench in things once again.",8123897,Blake Harris,Qatar,Mae Elliessa,Classic Movies
28,7,Movie,Victor,2017-08-26,2005.0,TV-Y7-FV,"After a rash of mysterious deaths, Crown prosecutor Sarah Sinclair and SSC agent James Blood discover a conspiracy surrounding uncanny new bio-masks.",76343047,Lucien Jean-Baptiste,Czech Republic,Becky G.,Reality TV
224,14,Movie,Beyblade Burst Evolution,2018-11-08,1960.0,G,"Raised in the wilderness, young Cole Evans leads the Wild Force Power Rangers as they summon their animal powers to battle the evil Master Org.",80193621,Ticoy Rodriguez,Serbia,Craig Robinson,TV Dramas
169,1,Movie,W/O Ram,2017-06-22,2009.0,NC-17,"When she loses her beloved husband to a brain tumor, grieving widow Holly Kennedy learns that he left a series of letters behind to help her cope.",2253055,David L. Cunningham,Ireland,Khushboo Upadhyay,Documentaries
133,7,Movie,Hitler - A Career,2019-03-27,2000.0,TV-PG,"In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.",5219907,Kirby Dick,Somalia,Eric Meyers,Reality TV
119,11,TV Show,Aadu 2,2017-09-26,1969.0,TV-Y7-FV,"Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent.",79057444,N.D. Wilson,Vietnam,Justin Long,Dramas
19,2,Movie,Figaro Pho,2018-03-01,1984.0,TV-14,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.",50289240,Kevin Kolsch,Egypt,Juan Pablo Raba,Stand-Up Comedy & Talk Shows
131,2,Movie,Haapus,2018-09-02,1977.0,NC-17,"Re-creating the dawn of the personal computer era, this digital drama tracks the fates of an industry visionary and his brilliant colleagues.",20452381,Haissam Hussain,Pakistan,Armand Assante,TV Sci-Fi & Fantasy
148,11,Movie,Green Eggs and Ham,2018-02-02,2012.0,TV-G,A self-diagnosed nymphomaniac reveals a lifetime of sexual experiences to a man who saves her from being beaten in an alley.,15377145,Taika Waititi,Iran,Micah Lynn Hanson,British TV Shows
82,15,Movie,Crazyhead,2017-05-31,1959.0,TV-Y7,"In the age of Buddha and his philosophy of nonviolence, a warmonger king plots the destruction of an enemy kingdom to rescue the woman he loves.",31410883,Reijer Zwaan,Belgium,Mariusz Dmochowski,TV Shows
156,8,Movie,Sardaar ji,2018-08-05,1962.0,R,"From the attack on Pearl Harbor to D-Day, the most pivotal events of World War II come to life in this vivid docuseries featuring colorized footage.",12637323,Vipul Amrutlal Shah,Pakistan,Vatsal Dubey,International TV Shows
224,9,TV Show,Creeped Out,2009-05-05,2008.0,NC-17,Experience an up-close look at the controversial passion and resulting infamy of big-game hunters Rebecca Francis and Jacine Jadresko.,35119667,Enrico Bisi,Malawi,Chai Hansen,TV Sci-Fi & Fantasy
